"treatment","age","gender","ethnicity","ethnicity_akan","ethnicity_ewe","ethnicity_ga","higheducation","employed","tmonthlyincome","church_daily","church_weekly","pray_multiple","travels_more_than_hour","revival","choice_keep_church","choice_keep_thanks","choice_keep_street","wave","Tinsurance","Tinsuranceinfo","Tnoinsurance","Female","Wave_2"
"Insurance",69,"Female","Ga Adangbe",0,0,1,"1","0",598.277910438977,"0","1","1","0","0",0,1,0,"2","1","0","0",1,1
"No insurance",24,"Male","Ewe",0,1,0,"0","1",661.254532590448,"0","1","1","0","0",0.263157894736842,0.526315789473684,0.473684210526316,"2","0","0","1",0,1
"Insurance",23,"Male","Akan",1,0,0,"0","0",173.185710916546,"0","1","1","0","0",1,0.789473684210526,0.421052631578947,"2","1","0","0",0,1
"Insurance information",56,"Male","Akan",1,0,0,"0","1",661.254532590448,"0","1","1","0","0",0,0.263157894736842,0,"2","0","1","0",0,1
"Insurance information",47,"Female","Akan",1,0,0,"0","1",299.138955219488,"0","1","1","1","0",0.736842105263158,0.736842105263158,0.473684210526316,"2","0","1","0",1,1
"Insurance information",25,"Male","Akan",1,0,0,"1","1",598.277910438977,"0","1","0","0","0",0.473684210526316,0.368421052631579,0.473684210526316,"2","0","1","0",0,1
"No insurance",42,"Male","Ewe",0,1,0,"0","1",472.324666136034,"0","1","1","1","0",0.578947368421053,0.526315789473684,0.526315789473684,"2","0","0","1",0,1
"Insurance",27,"Female","Other",0,0,0,"1","1",409.348043984563,"0","1","1","0","0",0.526315789473684,0.526315789473684,0,"2","1","0","0",1,1
"No insurance",39,"Female","Akan",1,0,0,"0","1",110.209088765075,"0","1","1","1","0",0.421052631578947,0.368421052631579,0.421052631578947,"2","0","0","1",1,1
"Insurance",34,"Female","Ewe",0,1,0,"0","1",220,"0","1","1","1","0",0.363636363636364,0.727272727272727,0.818181818181818,"1","1","0","0",1,0
"No insurance",25,"Male","Ga Adangbe",0,0,1,"1","0",375,"0","1","1","0","0",1,0.454545454545455,0.545454545454545,"1","0","0","1",0,0
"Insurance",44,"Female","Akan",1,0,0,"0","1",220,"0","1","1","0","0",0.454545454545455,0.363636363636364,0.545454545454545,"1","1","0","0",1,0
"No insurance",26,"Male","Akan",1,0,0,"1","0",650,"0","1","1","0","0",0.363636363636364,0.363636363636364,0.454545454545455,"1","0","0","1",0,0
"No insurance",25,"Female","Ga Adangbe",0,0,1,"1","0",275,"0","1","1","0","0",0,0,0,"1","0","0","1",1,0
"No insurance",24,"Male","Ga Adangbe",0,0,1,"0","1",175,"0","1","1","0","0",0.0909090909090909,0,0,"1","0","0","1",0,0
"No insurance",31,"Female","Akan",1,0,0,"0","1",68,"0","1","0","0","0",0,0.0909090909090909,0,"1","0","0","1",1,0
"No insurance",21,"Female","Ga Adangbe",0,0,1,"0","0",1300,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0","1",1,0
"No insurance",20,"Female","Ga Adangbe",0,0,1,"0","0",70,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0","1",1,0
"No insurance",22,"Male","Ga Adangbe",0,0,1,"1","0",175,"0","1","1","0","0",0.181818181818182,0.272727272727273,0.181818181818182,"1","0","0","1",0,0
"No insurance",25,"Female","Akan",1,0,0,"1","1",175,"0","1","1","0","0",0,0,0,"1","0","0","1",1,0
"No insurance",26,"Female","Other",0,0,0,"1","0",325,"0","1","1","0","0",0.545454545454545,0.636363636363636,0.545454545454545,"1","0","0","1",1,0
"No insurance",21,"Female","Ewe",0,1,0,"0","0",175,"0","0","0",NA,"0",0.636363636363636,0.818181818181818,0.818181818181818,"1","0","0","1",1,0
"No insurance",26,"Female","Ewe",0,1,0,"1","0",220,"0","1","1","1","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",1,0
"No insurance",44,"Female","Ewe",0,1,0,"1","1",550,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.727272727272727,"1","0","0","1",1,0
"No insurance",24,"Female","Ga Adangbe",0,0,1,"1","0",275,"0","1","1","0","0",0,0,0,"1","0","0","1",1,0
"Insurance information",31,"Male","Ewe",0,1,0,"1","1",175,"0","0","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","1","0",0,0
"Insurance information",43,"Female","Akan",1,0,0,"0","1",175,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.454545454545455,"1","0","1","0",1,0
"Insurance information",53,"Male","Ga Adangbe",0,0,1,"0","0",950,"0","1","1","0","0",1,1,1,"1","0","1","0",0,0
"Insurance information",26,"Male","Ga Adangbe",0,0,1,"1","0",180,"0","1","1","0","0",0.454545454545455,0.0909090909090909,0.454545454545455,"1","0","1","0",0,0
"Insurance information",34,"Male","Ewe",0,1,0,"0","1",300,"0","1","1","0","0",0,0,0.363636363636364,"1","0","1","0",0,0
"Insurance information",24,"Female","Ewe",0,1,0,"0","0",68,"0","1","1","0","0",1,1,1,"1","0","1","0",1,0
"Insurance information",35,"Male","Ewe",0,1,0,"0","1",180,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","1","0",0,0
"Insurance",19,"Female","Akan",1,0,0,"0","0",140,"0","1","1","0","0",0.272727272727273,0.181818181818182,0.272727272727273,"1","1","0","0",1,0
"Insurance",21,"Female","Akan",1,0,0,"0","0",68,"0","1","1","0","0",0.181818181818182,0,0.272727272727273,"1","1","0","0",1,0
"Insurance",50,"Female","Akan",1,0,0,"0","1",175,"1","1","1","0","0",0.818181818181818,0.545454545454545,0.727272727272727,"1","1","0","0",1,0
"Insurance",43,"Female","Akan",1,0,0,"0","1",68,"0","1","1","0","0",0.454545454545455,0.545454545454545,0.636363636363636,"1","1","0","0",1,0
"Insurance",33,"Female","Akan",1,0,0,"0","1",325,"0","1","1","0","0",0.363636363636364,0.454545454545455,0.454545454545455,"1","1","0","0",1,0
"Insurance",29,"Male","Ewe",0,1,0,"0","0",180,"0","1","1","0","0",0.545454545454545,0,1,"1","1","0","0",0,0
"Insurance",31,"Female","Other",0,0,0,"0","0",175,"0","1","1","0","0",0.181818181818182,0.181818181818182,0.181818181818182,"1","1","0","0",1,0
"Insurance",21,"Female","Ewe",0,1,0,"0","0",70,"0","1","1","0","0",0.181818181818182,0.181818181818182,0.181818181818182,"1","1","0","0",1,0
"Insurance",29,"Female","Other",0,0,0,"0","1",110,"0","1","1","0","0",0.181818181818182,0.454545454545455,0.454545454545455,"1","1","0","0",1,0
"Insurance",32,"Female","Akan",1,0,0,"0","1",180,"0","1","0","0","0",0.181818181818182,0.272727272727273,0.181818181818182,"1","1","0","0",1,0
"Insurance",42,"Female","Akan",1,0,0,"0","0",75,"1","1","1","0","0",0,0.272727272727273,0.181818181818182,"1","1","0","0",1,0
"Insurance",66,"Female","Ga Adangbe",0,0,1,"0","0",175,"0","1","1","0","0",0.545454545454545,0.181818181818182,0.363636363636364,"1","1","0","0",1,0
"Insurance information",20,"Male","Akan",1,0,0,"0","0",140,"0","1","0","0","0",0.272727272727273,0.272727272727273,0.272727272727273,"1","0","1","0",0,0
"Insurance information",39,"Female","Ewe",0,1,0,"0","1",220,"0","1","1","0","0",0.545454545454545,0.454545454545455,0.545454545454545,"1","0","1","0",1,0
"Insurance information",33,"Male","Other",0,0,0,"0","0",175,"0","1","1","0","0",0.363636363636364,0.363636363636364,0.363636363636364,"1","0","1","0",0,0
"Insurance information",36,"Female","Other",0,0,0,"0","1",75,"0","1","1","0","0",0.272727272727273,0.272727272727273,0.454545454545455,"1","0","1","0",1,0
"Insurance information",32,"Female","Akan",1,0,0,"0","1",25,"0","1","0","0","0",0.545454545454545,0.363636363636364,0.454545454545455,"1","0","1","0",1,0
"Insurance",32,"Female","Ewe",0,1,0,"1","1",236.162333068017,"0","1","1","0","0",0.526315789473684,0.578947368421053,0.368421052631579,"2","1","0","0",1,1
"Insurance",46,"Female","Ewe",0,1,0,"0","1",267.650644143753,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.526315789473684,"2","1","0","0",1,1
"Insurance information",36,"Female","Ewe",0,1,0,"0","1",267.650644143753,"0","1","1","0","0",0.526315789473684,0,0,"2","0","1","0",1,1
"No insurance",51,"Female","Ewe",0,1,0,"0","1",661.254532590448,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","0","1",1,1
"Insurance information",43,"Male","Ewe",0,1,0,"0","1",299.138955219488,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","1","0",0,1
"No insurance",64,"Female","Akan",1,0,0,"0","0",141.69739984081,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","0","0","1",1,1
"No insurance",48,"Female","Akan",1,0,0,"0","1",299.138955219488,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","0","0","1",1,1
"Insurance information",44,"Female","Ewe",0,1,0,"0","0",141.69739984081,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.736842105263158,"2","0","1","0",1,1
"Insurance",22,"Male","Other",0,0,0,"0","1",141.69739984081,"0","1","1","0","0",0,0.473684210526316,0,"2","1","0","0",0,1
"Insurance",42,"Female","Akan",1,0,0,"0","1",661.254532590448,"0","1","1","0","0",0.473684210526316,0.526315789473684,0.473684210526316,"2","1","0","0",1,1
"Insurance",49,"Female","Akan",1,0,0,"0","1",173.185710916546,"0","1","1","0","0",0.526315789473684,0.473684210526316,0.526315789473684,"2","1","0","0",1,1
"Insurance information",20,"Female","Akan",1,0,0,"0","1",141.69739984081,"0","1","1","0","0",0.894736842105263,0.894736842105263,0.842105263157895,"2","0","1","0",1,1
"Insurance",39,"Female","Akan",1,0,0,"0","1",267.650644143753,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","1","0","0",1,1
"Insurance",36,"Female","Other",0,0,0,"0","1",47.2324666136034,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.263157894736842,"2","1","0","0",1,1
"No insurance",26,"Male","Akan",1,0,0,"0","1",346.371421833092,"0","1","1","0","0",0.736842105263158,0.789473684210526,0.526315789473684,"2","0","0","1",0,1
"No insurance",25,"Female","Akan",1,0,0,"0","0",0,"0","1","0","0","0",0.210526315789474,0.789473684210526,0.789473684210526,"2","0","0","1",1,1
"No insurance",36,"Female","Ewe",0,1,0,"0","1",346.371421833092,"0","1","1","0","0",0.684210526315789,0.105263157894737,0.842105263157895,"2","0","0","1",1,1
"Insurance",35,"Female","Akan",1,0,0,"1","0",661.254532590448,"0","1","1","0","0",0.473684210526316,0.736842105263158,0,"2","1","0","0",1,1
"Insurance information",48,"Female","Akan",1,0,0,"0","1",299.138955219488,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.736842105263158,"2","0","1","0",1,1
"Insurance",53,"Male","Akan",1,0,0,"0","1",661.254532590448,"0","1","1","0","0",0.526315789473684,0,0.526315789473684,"2","1","0","0",0,1
"Insurance",38,"Female","Other",0,0,0,"0","1",141.69739984081,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.473684210526316,"2","1","0","0",1,1
"Insurance",45,"Male","Ga Adangbe",0,0,1,"0","1",173.185710916546,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","1","0","0",0,1
"Insurance information",42,"Male","Ewe",0,1,0,"1","1",409.348043984563,"0","1","1","0","0",0.473684210526316,0.421052631578947,0.578947368421053,"2","0","1","0",0,1
"No insurance",53,"Male","Ewe",0,1,0,"0","1",661.254532590448,"0","1","1","0","0",0.631578947368421,0.631578947368421,0.736842105263158,"2","0","0","1",0,1
"No insurance",50,"Female","Ga Adangbe",0,0,1,"0","1",535.301288287506,"0","1","1","1","0",0.736842105263158,0.789473684210526,0.789473684210526,"2","0","0","1",1,1
"Insurance",35,"Female","Ewe",0,1,0,"0","1",141.69739984081,"0","1","1","0","0",0.473684210526316,0.526315789473684,0.526315789473684,"2","1","0","0",1,1
"Insurance information",51,"Female","Ewe",0,1,0,"0","1",78.7207776893391,"0","1","1","0","0",0.526315789473684,0.736842105263158,0.473684210526316,"2","0","1","0",1,1
"Insurance",37,"Female","Akan",1,0,0,"0","1",661.254532590448,"0","1","1","0","0",0.368421052631579,0.473684210526316,0.315789473684211,"2","1","0","0",1,1
"Insurance information",41,"Female","Ewe",0,1,0,"0","1",141.69739984081,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","1","0",1,1
"Insurance information",21,"Male","Ewe",0,1,0,"0","1",299.138955219488,"0","1","1","0","0",0.631578947368421,0.578947368421053,0.578947368421053,"2","0","1","0",0,1
"Insurance information",46,"Male","Ewe",0,1,0,"1","1",661.254532590448,"0","1","1","0","0",0.473684210526316,0,0.210526315789474,"2","0","1","0",0,1
"No insurance",45,"Female","Akan",1,0,0,"0","1",472.324666136034,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","0","1",1,1
"Insurance information",41,"Female","Akan",1,0,0,"0","1",267.650644143753,"0","1","1","0","0",0.789473684210526,0.789473684210526,0.473684210526316,"2","0","1","0",1,1
"Insurance information",60,"Female","Akan",1,0,0,"0","1",661.254532590448,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","1","0",1,1
"No insurance",18,"Female","Other",0,0,0,"0","0",173.185710916546,"0","1","1","0","0",0.473684210526316,0.473684210526316,0.526315789473684,"2","0","0","1",1,1
"Insurance",47,"Male","Other",0,0,0,"0","1",661.254532590448,"0","1","1","0","0",0.473684210526316,0.526315789473684,0.473684210526316,"2","1","0","0",0,1
"No insurance",45,"Male","Akan",1,0,0,"0","1",68,"0","1","1","0","0",0.545454545454545,0.272727272727273,0.272727272727273,"1","0","0","1",0,0
"No insurance",33,"Female","Akan",1,0,0,"1","1",140,"0","1","0","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0","1",1,0
"No insurance",38,"Female","Akan",1,0,0,"1","1",425,"0","1","1","0","0",0.0909090909090909,0.454545454545455,0,"1","0","0","1",1,0
"No insurance",50,"Male","Akan",1,0,0,"0","1",900,"0","1","1","0","0",0.727272727272727,1,1,"1","0","0","1",0,0
"No insurance",24,"Female","Ewe",0,1,0,"0","0",220,"0","1","0","1","0",0.454545454545455,0,1,"1","0","0","1",1,0
"No insurance",58,"Female","Akan",1,0,0,"0","1",1100,"0","1","1","0","0",0.454545454545455,0.272727272727273,0.545454545454545,"1","0","0","1",1,0
"No insurance",26,"Female","Other",0,0,0,"1","0",68,"0","1","0","0","0",1,1,1,"1","0","0","1",1,0
"Insurance information",37,"Male","Other",0,0,0,"1","1",950,"0","1","1","0","0",1,1,1,"1","0","1","0",0,0
"Insurance information",39,"Male","Other",0,0,0,"0","1",500,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","1","0",0,0
"Insurance information",36,"Female","Ga Adangbe",0,0,1,"1","1",175,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","1","0",1,0
"Insurance information",43,"Male","Other",0,0,0,"1","1",1050,"0","1","1","1","0",1,0.545454545454545,0.727272727272727,"1","0","1","0",0,0
"Insurance information",23,"Female","Other",0,0,0,"0","1",70,"0","1","1","0","0",1,1,1,"1","0","1","0",1,0
"No insurance",24,"Male","Akan",1,0,0,"0","0",140,"1","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0","1",0,0
"Insurance information",20,"Male","Other",0,0,0,"0","0",68,"0","1","1","0","0",0.636363636363636,0.636363636363636,0.545454545454545,"1","0","1","0",0,0
"Insurance information",29,"Female","Ewe",0,1,0,"1","1",550,"0","1","1","0","0",0.272727272727273,0.0909090909090909,0.181818181818182,"1","0","1","0",1,0
"Insurance information",24,"Female","Other",0,0,0,"1","0",175,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","1","0",1,0
"Insurance information",25,"Male",NA,NA,NA,NA,"0","0",180,"0","1","1","0","0",0.909090909090909,0.909090909090909,0.909090909090909,"1","0","1","0",0,0
"Insurance information",46,"Male","Ewe",0,1,0,"0","0",110.209088765075,"0","1","1","0","0",0.526315789473684,0,0.684210526315789,"2","0","1","0",0,1
"Insurance information",42,"Female","Akan",1,0,0,"0","1",110.209088765075,"0","0","1","0","0",0.473684210526316,0.473684210526316,0.473684210526316,"2","0","1","0",1,1
"Insurance information",38,"Female","Ewe",0,1,0,"1","1",236.162333068017,"0","1","1","0","0",0.368421052631579,0.473684210526316,0.315789473684211,"2","0","1","0",1,1
"No insurance",39,"Female","Ga Adangbe",0,0,1,"0","1",78.7207776893391,"0","1","1","1","0",0.473684210526316,0.789473684210526,0.736842105263158,"2","0","0","1",1,1
"Insurance information",41,"Male","Ewe",0,1,0,"0","1",598.277910438977,"0","1","1","0","0",0.526315789473684,0.526315789473684,0.526315789473684,"2","0","1","0",0,1
"No insurance",34,"Male","Other",0,0,0,"0","0",47.2324666136034,"0","1","1","0","0",0.789473684210526,0.736842105263158,0.526315789473684,"2","0","0","1",0,1
"Insurance information",41,"Female","Ewe",0,1,0,"0","1",267.650644143753,"0","1","0","0","0",0.526315789473684,0.631578947368421,0.473684210526316,"2","0","1","0",1,1
"No insurance",41,"Female","Akan",1,0,0,"0","1",204.674021992282,"0","1","0","1","0",0.842105263157895,0.789473684210526,0.789473684210526,"2","0","0","1",1,1
"No insurance",73,"Male","Ewe",0,1,0,"0","1",661.254532590448,"0","1","1","0","0",0.631578947368421,0.526315789473684,0.631578947368421,"2","0","0","1",0,1
"No insurance",37,"Female","Ga Adangbe",0,0,1,"0","1",110.209088765075,"0","1","1","0","0",0.473684210526316,0.526315789473684,0.526315789473684,"2","0","0","1",1,1
"Insurance information",31,"Male","Ga Adangbe",0,0,1,"0","0",78.7207776893391,"0","1","1","0","0",0.263157894736842,0.210526315789474,0.210526315789474,"2","0","1","0",0,1
"No insurance",35,"Male","Ga Adangbe",0,0,1,"0","1",661.254532590448,"0","1","1","0","0",0.684210526315789,0.684210526315789,0.684210526315789,"2","0","0","1",0,1
"Insurance",65,"Male","Akan",1,0,0,"0","0",175,"0","1","1","0","0",0.454545454545455,0.818181818181818,0.0909090909090909,"1","1","0","0",0,0
"Insurance",36,"Female","Akan",1,0,0,"0","0",1050,"0","1","1","0","0",1,0,1,"1","1","0","0",1,0
"Insurance",28,"Male","Ga Adangbe",0,0,1,"0","1",180,"0","1","1","0","0",0.818181818181818,0.818181818181818,1,"1","1","0","0",0,0
"Insurance",46,"Female","Other",0,0,0,"0","1",1050,"0","1","1","0","0",0.545454545454545,0.0909090909090909,0.545454545454545,"1","1","0","0",1,0
"Insurance",39,"Male","Ga Adangbe",0,0,1,"1","1",1050,"0","1","1","0","0",0,0,0,"1","1","0","0",0,0
"Insurance",19,"Female","Other",0,0,0,"0","0",68,"0","1","1","0","0",1,1,1,"1","1","0","0",1,0
"Insurance",35,"Male","Akan",1,0,0,"1","1",950,"0","1","1","0","0",0.0909090909090909,0.181818181818182,0,"1","1","0","0",0,0
"Insurance",30,"Male","Akan",1,0,0,"1","0",68,"1","1","0","0","0",0.272727272727273,0,0.272727272727273,"1","1","0","0",0,0
"Insurance",61,"Female","Akan",1,0,0,"0","1",70,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","1","0","0",1,0
"Insurance",54,"Female","Akan",1,0,0,"0","1",500,"0","1","1","1","0",0.181818181818182,0.181818181818182,0.0909090909090909,"1","1","0","0",1,0
"Insurance information",32,"Female","Akan",1,0,0,"0","1",1050,"0","1","1","0","0",1,1,0.545454545454545,"1","0","1","0",1,0
"Insurance information",44,"Female","Akan",1,0,0,"0","1",550,"0","1","1","0","0",0.545454545454545,0.545454545454545,0.545454545454545,"1","0","1","0",1,0
"Insurance information",52,"Female","Akan",1,0,0,"0","1",1050,"0","1","1","1","0",0.545454545454545,0.454545454545455,0.454545454545455,"1","0","1","0",1,0
"Insurance information",50,"Female","Ewe",0,1,0,"0","0",500,"0","1","1","0","0",0.272727272727273,0.636363636363636,0.727272727272727,"1","0","1","0",1,0
"Insurance information",72,"Female","Ewe",0,1,0,"0","0",175,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.454545454545455,"1","0","1","0",1,0
"Insurance information",51,"Female","Akan",1,0,0,"0","1",1300,"0","1","1","1","0",0.636363636363636,1,0.454545454545455,"1","0","1","0",1,0
"Insurance information",51,"Female","Akan",1,0,0,"0","1",220,"0","1","1","1","0",1,1,1,"1","0","1","0",1,0
"Insurance information",63,"Female","Other",0,0,0,"0","0",70,"1","1","1","0","0",0.363636363636364,0.454545454545455,0.363636363636364,"1","0","1","0",1,0
"Insurance information",41,"Female","Other",0,0,0,"0","1",380,"0","1","1","0","0",0.363636363636364,0.363636363636364,0.363636363636364,"1","0","1","0",1,0
"Insurance information",51,"Female","Akan",1,0,0,"0","1",175,"0","1","1","0","0",0.636363636363636,0.636363636363636,0.545454545454545,"1","0","1","0",1,0
"Insurance",31,"Female","Akan",1,0,0,"1","1",500,"0","1","1","0","0",1,0.636363636363636,0.454545454545455,"1","1","0","0",1,0
"Insurance",32,"Male","Akan",1,0,0,"1","0",500,"0","1","1","0","0",0.181818181818182,0.181818181818182,0.545454545454545,"1","1","0","0",0,0
"Insurance",46,"Male","Akan",1,0,0,"0","1",175,"0","1","1","0","0",1,1,1,"1","1","0","0",0,0
"Insurance",33,"Male","Other",0,0,0,"0","0",500,"0","1","1","0","0",0.272727272727273,0.181818181818182,0.363636363636364,"1","1","0","0",0,0
"No insurance",26,"Female","Other",0,0,0,"0","1",325,"1","1","1","0","0",0.545454545454545,1,0.454545454545455,"1","0","0","1",1,0
"Insurance information",21,"Male","Ewe",0,1,0,"0","0",30,"0","1","1","0","0",0.363636363636364,0.727272727272727,0.727272727272727,"1","0","1","0",0,0
"Insurance",28,"Male","Akan",1,0,0,"1","1",275,"0","1","0","0","0",0.454545454545455,0.363636363636364,0.545454545454545,"1","1","0","0",0,0
"Insurance",27,"Female","Other",0,0,0,"1","0",275,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.0909090909090909,"1","1","0","0",1,0
"Insurance",42,"Male","Other",0,0,0,"0","1",900,"0","1","1","0","0",0.454545454545455,0.454545454545455,0.727272727272727,"1","1","0","0",0,0
"Insurance",34,"Female","Ga Adangbe",0,0,1,"0","1",346.371421833092,"0","1","1","0","0",0.421052631578947,0.578947368421053,0.368421052631579,"2","1","0","0",1,1
"Insurance",58,"Female","Akan",1,0,0,"0","1",204.674021992282,"0","1","0","0","0",0.631578947368421,0.789473684210526,0.368421052631579,"2","1","0","0",1,1
"Insurance",27,"Female","Akan",1,0,0,"1","0",236.162333068017,"0","1","1","0","0",0.263157894736842,0.263157894736842,0.263157894736842,"2","1","0","0",1,1
"Insurance",30,"Female","Akan",1,0,0,"1","0",0,"0","1","1","0","0",0.526315789473684,0.421052631578947,0.263157894736842,"2","1","0","0",1,1
