"pcode","session","treatment","age","gender","activity","birthplace","accra","married","ethnicity","education","left_ghana","left_ghana_location","work_status","work_sector","income_source","income_individual","income_household","financial_decisions","care_number_minor","care_live_minor","care_number_adult","care_live_adult","care_number_elderly_parent","care_live_elderly_parent","care_number_other_family","care_live_other_family","food_weekly","transport_weekly","weekly_expense_sickness","weekly_expense_social_contributions","weekly_expense_microfinance","weekly_expense_utilities","business_investment","business_ownership","business_length","business_employees","religion","religion_birth","denomination_other","different_church","church_assistance","church_attendance","ministry_hours_ushering","ministry_hours_children","ministry_hours_choir","ministry_hours_prayer","ministry_hours_women_men","ministry_hours_youth","ministry_hours_outreach","ministry_hours_deaconess","ministry_hours_protocol","ministry_hours_pastoring","ministry_hours_home_fellowship","church_length","church_distance","church_move","church_convince","pray","food","alcohol","alcohol_reasons","family_death","spiritual_attack","church_giving","tithes","church_debt","charity","god_finances","close_friends","coworkers","business_partners","prayercamp","clubs","political_taxes","spouse","trust_ghana","trust_ghana_govt","nih","nih_reason","other_insurance","other_insurance_specify","number_churches","last_church_attend","was_last_church_revival","event_donation","next_church_attend","next_revival","influence","enum_help","n_in_session","date","revival_assignment_raw","timesurvey","weekday","experiment_date","enum","enum_gender","enum_foreign","desk","population","revival","church_revival_start","church_revival_end","revival_church","date_experiment_date","was_revival_church_had_revival","was_revival","revival_compliance_type","revival_assignment","Tinsurance","Tnoinsurance","Tinsuranceinfo","church_code","higheducation","employed","ethnicity_akan","ethnicity_ewe","ethnicity_ga","ethnicity_other","married_d","church_weekly","church_daily","church_sevweekly","pray_multiple","any_insurance","tmonthlyincome","log_tmonthlyincome","tweeklyincome","wave","church_reasons_teaching","church_reasons_moral_guidance","church_reasons_atmosphere","church_reasons_friends","church_reasons_welcoming_members","church_reasons_interesting_congregation","church_reasons_marriage_partner","church_reasons_close_to_home","church_reasons_comfortable_facilities","newborn_traditional","newborn_church_blessing","newborn_baptism","newborn_outdooring","newborn_nothing","church_convince_preaching_in_church","church_convince_preaching_outside_church","church_convince_inviting","church_convince_distributing_material","church_convince_public_speaking","church_convince_prayer","help_financial_no_one","help_financial_government_or_ngo","help_financial_friends","help_financial_family","help_financial_imam","help_financial_work_superior","help_financial_bank","help_financial_other","help_family_no_one","help_family_government_or_ngo","help_family_friends","help_family_family","help_family_pastor","help_family_imam","help_family_church_member","help_family_work_superior","help_family_medical_professional","help_family_bank","help_family_other","help_health_no_one","help_health_government_or_ngo","help_health_friends","help_health_family","help_health_pastor","help_health_imam","help_health_church_member","help_health_work_superior","help_health_medical_professional","help_health_bank","help_health_other","help_financial_church_community","ministry_hours","high_ministry","choice_church_thanks","choice_church_street","choice_keep_church","choice_keep_thanks","choice_church_churchnamed","choice_churchnamed_thanks","choice_churchnamed_street","choice_street_thanks","choice_keep_churchnamed","choice_keep_street","work_status_other","work_sector_other","income_source_other","income_month_household","financial_decision_other","care_number_other_family_care","care_live_other_family_care","religion_other","church_reasons_other","church_reasons_other_details","clothing","newborn_5","newborn_other","family_death_other","help_family_other_details","help_financial_other_details","help_health_government_hospital","help_health_traditional_healer","help_health_other_details","political_affiliation","spouse_other","day","monthlyincome","market_help_3","decision_time","insurance","datetime","time","subjectidx","muslim","share","percent","high_giving","revival_Tinsurance","revival_Tnoinsurance","insurance_high","noinsurance_high","ethnicity_other_details","church_n_nonrevival","Dchurch1","Dchurch2","Dchurch3","Dchurch4","Dchurch5","Dchurch6","Dchurch7","Dchurch8","Dchurch9","Dchurch10","Dchurch20","Dchurch21","Dchurch30","church_name_raw","church_name_grouped","denomination_market","wave_endowment","wave_exchange_to_2019","cedi2019_choice_church_thanks","cedi2019_choice_church_street","cedi2019_choice_keep_church","cedi2019_choice_keep_thanks","cedi2019_choice_church_churchnamed","cedi2019_choice_churchnamed_thanks","cedi2019_choice_churchnamed_street","cedi2019_choice_street_thanks","cedi2019_choice_keep_churchnamed","cedi2019_choice_keep_street","giving_share","giving_quartile","high_giver","high_giver_church","high_giver_wave","church_ministry_children","church_ministry_choir","church_ministry_prayer","church_ministry_outreach","church_ministry_home_fellowship","church_ministry_all_ages","church_ministry_ushering_and_protocol","church_ministry_pastoring_or_deacon","ministry_count","changed_food_drink_religious","last_church_weekday","changed_church","always_church","gets_family_help_from_church","business_with_church","makes_friends_in_church","travels_more_than_hour","took_debt_for_church","moved_for_church","newborn_blessing_in_church","attended_prayercamp","believes_god_involved_in_finances","many_ministries","tries_to_convince_others","believes_spiritual_attack","charity_more_important","charity_less_important","received_assistance","is_married","has_nih","has_other_insurance","use_church_spiritually","use_church_financially","use_church_socially","costly_behaviour","use_church_network"
NA,70,"Insurance",29,"Female",NA,"Rural Ghana","Whole life","Married","Other","No schooling","No",".","Other","Other","Other","8",NA,"Spouse","2","2","0","0","0","0","0","0","10","8",NA,NA,"2.25",NA,"3","Yes","0","2","Other","Yes",".","No","No","More than once per week",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,"More than 3 hours","30 minutes to 1 hour","No",NA,"Multiple times per day","No","No","No","Illness","No",7.5,"Yes","No","Yes, they are equally important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek people from my church or mosque but it is not so important","Yes, I try to do business with people from my church but it is not so important","No",".",NA,"Through work","2","3","No",".","No",".",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,1326,"6",NA,15,0,0,1,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,0,0,0,0,0,NA,1,1,0,1,1,0,220,5.39362764358521,55,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,1,1,0,1,0,0,NA,0,0,NA,0,0,1,0,NA,0,0,NA,0,0,4,0,0.454545454545455,0.454545454545455,0.272727272727273,0.272727272727273,0.727272727272727,0.272727272727273,0.272727272727273,0.454545454545455,0.272727272727273,0.272727272727273,"sell pourage","from my business","daily",5,".",0,0,"AoG Faith Chapel",0,".","Yes",1,"home .ming",".",".",".",1,0,".","No",".","3010",".",NA,NA,".",NA,".",NA,0,0.136363640427589,2,0,1,0,0,0,"Ewe, Twi, Ga",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,7.90425544124561,7.90425544124561,4.74255326474736,4.74255326474736,12.646808705993,4.74255326474736,4.74255326474736,7.90425544124561,4.74255326474736,4.74255326474736,0.0340909090909091,2,0,0,0,0,0,0,0,1,1,0,0,2,0,FALSE,0,0,1,1,FALSE,0,0,0,1,0,1,0,TRUE,0,0,0,0,1,0,0,0.7931596911996,0.272805478348318,0.28040943242108,0.111455643025079,0.22027946666378
NA,70,"Insurance",29,"Male",NA,"Urban Ghana (not Accra)","2-5 years","Single","Akan","Polytechnic","No",".","Employed","Services","Salaried job","15",NA,"Me","3","0","2","0","2","0","0","0","12","7",NA,"2.25",NA,"1","9","Yes","0","5","Pentecostal or charismatic Christian","No",".","Yes, I changed within the last 5 years","No","More than once per week",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"2-3 hours","Less than 30 minutes","No",NA,"Multiple times per day","No","No","No","Old age","No",22.5,"Yes","No","Yes, they are equally important","God blesses me with financial abundance","No, it is not important at all","Yes, I try to seek people from my church or mosque but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes",".",NA,"Church","2","2","No",".","Yes","life insurance",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,1210,"6",NA,4,0,0,3,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,1,1,1,0,0,NA,0,1,0,1,1,1,1050,6.95654535293579,262.5,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,NA,1,1,0,0,0,0,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,2,0,0.363636363636364,0.545454545454545,1,1,0,1,0.636363636363636,0.363636363636364,1,1,".",".",".",16,".",1,0,".",0,".","No",0,".",".",".",".",1,0,".","Yes",".","3010",".",NA,NA,".",NA,".",NA,0,0.0857142880558968,2,0,1,0,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,6.32340435299648,9.48510652949473,17.3893619707403,17.3893619707403,0,17.3893619707403,11.0659576177438,6.32340435299648,17.3893619707403,17.3893619707403,0.0214285714285714,2,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,1,0,1,1,FALSE,0,0,0,1,1,1,0,TRUE,0,0,0,0,0,0,1,0.891137282365842,0.272805478348318,0,0.111455643025079,0.0511256607662416
NA,70,"Insurance",49,"Female",NA,"Accra","Whole life","Married","Ewe","SHS","No",".","Self-employed","Services","Salaried job","17",NA,"Spouse","0","0","2","1","1","0","0","0","11","5",NA,NA,NA,"2","9","Yes","2","2","Pentecostal or charismatic Christian","Yes",".","No","No","Daily",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2-3 hours","Less than 30 minutes","No",NA,"Multiple times per day","No","No","Yes","Old age","No",7.5,"Yes","Yes","Yes, they are equally important","God blesses me with financial abundance","No, it is not important at all","No, it is not important at all","No, it is not important at all","No",".",NA,"Through family","1","1","Yes",".","No",".",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1221,"6",NA,6,0,0,4,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,0,1,0,1,0,NA,1,1,1,0,1,1,1300,7.17011976242065,325,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,0,1,0,NA,0,0,NA,0,0,2,0,0.181818181818182,0.363636363636364,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0.272727272727273,0.454545454545455,0,0.272727272727273,".",".",".",16,".",0,0,".",0,".","No",0,".",".",".",".",0,0,".","No",".","3010",".",NA,NA,".",NA,".",NA,0,0.0230769235640764,1,0,1,0,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,3.16170217649824,6.32340435299648,1.58085108824912,1.58085108824912,0,1.58085108824912,4.74255326474736,7.90425544124561,0,4.74255326474736,0.00576923076923077,1,0,0,0,0,0,0,0,0,1,0,0,1,1,FALSE,0,0,1,0,FALSE,0,1,0,1,0,1,0,TRUE,0,0,0,0,1,1,0,0.7931596911996,0,0,0.233175031570958,0
NA,70,"Insurance",36,"Female",NA,"Urban Ghana (not Accra)","5 - 10 years","Single","Ewe","JHSS","No",".","Self-employed","Services","Entrepreneur","7",NA,"Me","3","0","0","0","0","0","0","0","15","1",NA,NA,NA,"1.25","1","Yes","1","1","Pentecostal or charismatic Christian","No",".","Yes, I changed within the last 5 years","No","Weekly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-2 hours","30 minutes to 1 hour","No",NA,"Multiple times per day","No","No","No","Old age","Yes",2.5,"I do not regularly pay tithes","No","Yes, they are equally important","God blesses me with financial abundance","Yes, I try to only make friends with people from my church","Yes, I only work with people from my church or mosque","No, it is not important at all","Yes","no",NA,"Church","2","3","No",".","No",".",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1214,"6",NA,16,1,0,5,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,0,1,0,1,0,NA,0,1,0,0,1,0,180,5.19295692443848,45,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,0.545454545454545,0.454545454545455,0.454545454545455,0.454545454545455,0.545454545454545,0.545454545454545,0.454545454545455,".",".",".",1,".",0,0,".",0,".","No",0,".",".",".",".",1,0,".","No",".","3010",".",NA,NA,".",NA,".",NA,0,0.0555555559694767,1,0,1,0,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,9.48510652949473,9.48510652949473,9.48510652949473,9.48510652949473,7.90425544124561,7.90425544124561,7.90425544124561,9.48510652949473,9.48510652949473,7.90425544124561,0.0138888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,TRUE,0,0,0,1,1,1,0,FALSE,1,0,0,0,0,0,0,0.891216524061073,0,0.339894544078642,0,0.227863853611779
NA,70,"Insurance",52,"Male",NA,"Urban Ghana (not Accra)","More than 10 years","Married","Akan","JHSS","No",".","Employed","Manufacturing or construction","Salaried job","13",NA,"Me","2","2","1","1","0","0","0","0","16","6","2.5",NA,NA,"1.5","1","No",NA,".","Pentecostal or charismatic Christian","Yes",".","No","Yes","Weekly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-3 hours","Less than 30 minutes","Yes",NA,"Multiple times per day","No","No","No","Illness","No",22.5,"No","No","Yes, they are equally important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","No association",NA,"Through work","1","1","No",".","No",".",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1215,"6",NA,17,1,0,6,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,0,1,1,0,0,NA,1,1,0,0,1,0,850,6.74523639678955,212.5,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,0,1,0,NA,0,0,NA,0,1,0,0,0.454545454545455,0.545454545454545,0.545454545454545,0.454545454545455,0.454545454545455,0.454545454545455,0.545454545454545,0.545454545454545,0.363636363636364,0.545454545454545,".",".",".",9,".",0,0,".",0,".","Yes",0,".",".",".",".",1,0,".","Yes",".","3010",".",NA,NA,".",NA,".",NA,0,0.105882354080677,2,0,1,0,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,7.90425544124561,9.48510652949473,9.48510652949473,7.90425544124561,7.90425544124561,7.90425544124561,9.48510652949473,9.48510652949473,6.32340435299648,9.48510652949473,0.0264705882352941,2,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,1,0,FALSE,0,0,1,1,0,1,0,TRUE,0,0,0,1,1,0,0,0.7931596911996,0.727194521651682,0.379696023500278,0.254842618973252,0.551856679724442
NA,70,"Insurance",39,"Male",NA,"Urban Ghana (not Accra)","More than 10 years","Married","Akan","SHS","No",".","Employed","Services","Entrepreneur","8",NA,"Joint decisions incl. me","1","1","0","0","0","0","0","0","13","2",NA,"1",NA,"1.25","9","Yes","1","4","Pentecostal or charismatic Christian","No",".","Yes, I changed within the last 5 years","No","More than once per week",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"2-3 hours","Less than 30 minutes","No",NA,"Multiple times per day","No","No","No","Illness","Yes",27.5,"Yes","No","No, charity is more important","God provides enough that I do not suffer","No, it is not important at all","Yes, I try to seek people from my church or mosque but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes",".",NA,"Church","0","1","No",".","No",".",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,1312,"6",NA,7,0,0,8,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,0,1,1,0,0,NA,1,1,0,1,1,0,220,5.39362764358521,55,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,3,0,0.545454545454545,0.454545454545455,0.181818181818182,0.181818181818182,0.545454545454545,0.363636363636364,0.636363636363636,0.272727272727273,0.272727272727273,0.181818181818182,".",".",".",12,".",0,0,".",0,".","Yes",0,".",".",".",".",1,0,".","No",".","3010",".",NA,NA,".",NA,".",NA,0,0.5,4,1,1,0,1,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,9.48510652949473,7.90425544124561,3.16170217649824,3.16170217649824,9.48510652949473,6.32340435299648,11.0659576177438,4.74255326474736,4.74255326474736,3.16170217649824,0.125,4,1,1,1,0,0,0,0,0,1,0,0,1,0,FALSE,1,0,1,1,FALSE,0,0,0,1,1,1,0,TRUE,1,1,0,0,1,0,0,1,0.272805478348318,0,0.232906253432754,0.0511256607662416
NA,70,"Insurance",43,"Male",NA,"Accra","Whole life","Married","Ga Adangbe","JHSS","No",".","Self-employed","Manufacturing or construction","Entrepreneur","13",NA,"Joint decisions incl. me","4","4","1","1","1","0","0","0","11","9",NA,NA,NA,"2","9","Yes","3","3","Pentecostal or charismatic Christian","No",".","No","No","Weekly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More than 3 hours","Less than 30 minutes","No",NA,"Multiple times per day","No","No","No","Illness","No",12.1999998092651,"No","No","No, charity is more important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek people from my church or mosque but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes",".",NA,"Through friends","1","0","No",".","No",".",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1211,"6",NA,2,0,0,10,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,0,1,0,0,1,NA,1,1,0,0,1,0,850,6.74523639678955,212.5,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0.272727272727273,0.545454545454545,1,1,0,0.272727272727273,0.545454545454545,0.454545454545455,1,1,".",".",".",16,".",0,0,".",0,".","No",0,".",".",".",".",1,0,".","Yes",".","3010",".",NA,NA,".",NA,".",NA,0,0.0574117638170719,1,0,1,0,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,4.74255326474736,9.48510652949473,17.3893619707403,17.3893619707403,0,4.74255326474736,9.48510652949473,7.90425544124561,17.3893619707403,17.3893619707403,0.0143529409520766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,1,FALSE,0,0,0,1,1,1,0,TRUE,0,1,0,0,1,0,0,0.81892808144286,0.272805478348318,0,0,0.0511256607662416
NA,70,"Insurance",27,"Male",NA,"Accra","Whole life","Single","Akan","SHS","No",".","Student","Student","Family","7",NA,"Parent","0","0","0","0","0","0","0","0","9","4",NA,NA,NA,NA,"6","Yes","1","","Pentecostal or charismatic Christian","Yes",".","No","No","More than once per week",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"2-3 hours","Less than 30 minutes","No",NA,"Multiple times per day","No","No","No","Old age","No",7.5,"I do not regularly pay tithes","No","Yes, they are equally important","God provides enough that I do not suffer","Yes, I try to only make friends with people from my church",NA,"Yes, I only work or do business with people from my church","No",".",NA,"Other","1","3","No",".","No",".",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,1112,"6",NA,9,1,0,11,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,0,0,1,0,0,NA,0,1,0,1,1,0,180,5.19295692443848,45,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,NA,0,1,0,0,NA,0,0,NA,0,0,2,0,0.181818181818182,0.636363636363636,0.454545454545455,0.181818181818182,0.454545454545455,0.454545454545455,0.545454545454545,0.181818181818182,0.272727272727273,0.363636363636364,".",".",".",NA,".",0,0,".",0,".","No",0,".",".",".",".",1,0,".","No","Christian","3010",".",NA,NA,".",NA,".",NA,0,0.16666667163372,3,0,1,0,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,3.16170217649824,11.0659576177438,7.90425544124561,3.16170217649824,7.90425544124561,7.90425544124561,9.48510652949473,3.16170217649824,4.74255326474736,6.32340435299648,0.0416666666666667,3,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,0,0,0,1,TRUE,0,0,0,1,0,1,0,FALSE,0,0,0,0,0,0,0,0.7931596911996,0.272805478348318,0.339894544078642,0.111455643025079,0.27898951437802
NA,74,"No insurance",40,"Male",NA,"Urban Ghana (not Accra)","More than 10 years","Married","Ga Adangbe","JHSS","No",".","Self-employed","Services","Entrepreneur",NA,NA,"Me","2","2","0","0","1","0","0","0","12","1","1.25",NA,NA,"0.75","1","Yes","3","1","Pentecostal or charismatic Christian","Yes",".","No","Yes","More than once per week",5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"2-3 hours","Less than 30 minutes","No",NA,"Multiple times per day","No","No","No","Accident","Yes",12.1999998092651,"No","Yes","Yes, they are equally important","God blesses me with financial abundance","No, it is not important at all","No, it is not important at all","No, it is not important at all","No",".",NA,"Church","2","1","Yes","Have no interest---","No",".",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,1346,"2",NA,17,1,0,6,"church",1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,0,1,0,0,1,NA,1,1,0,1,1,1,175,5.16478586196899,43.75,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,6,1,0.363636363636364,0,0.727272727272727,0,0.0909090909090909,0.363636363636364,0.545454545454545,0,0.181818181818182,0.818181818181818,".",".",".",8,".",0,0,".",0,".","No",0,".",".",".",".",1,0,".","No",".","0211",".",NA,NA,".",NA,".",NA,0,0.27885714173317,3,0,0,1,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,6.32340435299648,0,12.646808705993,0,1.58085108824912,6.32340435299648,9.48510652949473,0,3.16170217649824,14.2276597942421,0.0697142846243722,3,1,1,0,0,0,0,0,0,1,1,0,2,0,FALSE,0,0,1,0,FALSE,0,1,0,1,0,1,0,TRUE,1,0,0,1,1,1,0,0.902022408833757,0.342410916694863,0,0.375535127493797,0.145985087240568
NA,83,"Insurance information",30,"Male",NA,"Urban Ghana (not Accra)","5 - 10 years","Single","Akan","SHS","No",".","Self-employed","Services","Entrepreneur","5",NA,"Me","2","1","0","0","2","0","0","0","6","3",NA,NA,"0.75","0.5",NA,"Yes","1","2","Pentecostal or charismatic Christian","Yes",".","Yes, I changed within the last 5 years","No","More than once per week",NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,"More than 3 hours","30 minutes to 1 hour","Yes",NA,"Multiple times per day","No","No","No","Illness","No",17.5,"Yes","Yes","Yes, they are equally important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","Yes",".",NA,"Church","2","3","Yes","expired","Yes","life insurance",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,1041,"2",NA,4,0,0,1,"church",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,6,0,1,1,0,0,NA,0,1,0,1,1,1,275,5.61677122116089,68.75,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,NA,0,1,NA,0,0,0,0,NA,0,0,NA,0,0,4,0,0.272727272727273,1,0.0909090909090909,0.0909090909090909,0,1,0.909090909090909,0,0.0909090909090909,0.454545454545455,".",".",".",6,".",0,0,".",0,".","Yes",0,".",".",".",".",1,0,".","No",".","0911",".",NA,NA,".",NA,".",NA,0,0.254545450210571,3,0,0,0,0,0,".",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,4.74255326474736,17.3893619707403,1.58085108824912,1.58085108824912,0,17.3893619707403,15.8085108824912,0,1.58085108824912,7.90425544124561,0.0636363636363636,3,0,0,0,0,0,1,0,0,1,0,0,2,0,FALSE,1,0,1,0,FALSE,0,1,1,1,1,1,0,TRUE,0,0,0,0,0,1,1,0.891137282365842,0,0.28040943242108,0.508927136059374,0.169153805897538
NA,83,"Insurance information",27,"Female",NA,"Rural Ghana","Less than 2 years","Married","Other","Polytechnic","No",".","Student","Student","Family",NA,NA,"Parent","0","0","0","0","0","0","0","0",NA,"2",NA,NA,NA,NA,NA,"No",NA,".","Other","No",".","No","No","More than once per week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More than 3 hours","30 minutes to 1 hour","No",NA,"Multiple times per day","No","No","No","Old age","No",7.5,"No","No","Yes, they are equally important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek people from my church or mosque but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes",".",NA,"Through work","2","3","No",".","No",".",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,936,"2",NA,15,0,0,3,"church",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,6,1,0,0,0,0,NA,1,1,0,1,1,0,68,4.21950769424438,17,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,1,0,0,NA,0,0,NA,0,0,1,0,NA,0,0,NA,1,0,0,0,0.181818181818182,0.727272727272727,0.454545454545455,0.454545454545455,0.727272727272727,0.545454545454545,0.909090909090909,0.454545454545455,0.909090909090909,0.545454545454545,".",".",".",7,".",0,0,"AoG faith chapel",0,".","Yes",0,".",".",".","mother",1,0,"mother","Yes",".","0911",".",NA,NA,".",NA,".",NA,0,0.441176474094391,4,1,0,0,0,0,"English and Gruse",62,0,0,0,0,0,1,0,0,0,0,0,0,0,"AoG Faith Chapel","AoG Faith Chapel",".",11,1.58085108824912,3.16170217649824,12.646808705993,7.90425544124561,7.90425544124561,12.646808705993,9.48510652949473,15.8085108824912,7.90425544124561,15.8085108824912,9.48510652949473,0.110294117647059,4,1,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,1,1,FALSE,0,0,0,1,1,1,0,FALSE,0,0,0,0,1,0,0,0.854563007349898,0.272805478348318,0.28040943242108,0.232906253432754,0.22027946666378
